t_s,codec,used_mib,total_mib,util_gpu,util_mem,power_w,temp_c,clock_sm_mhz,clock_mem_mhz,torch_alloc_mib,torch_reserved_mib,torch_max_alloc_mib,message_id
42.4771,nf4,3376,12288,93,5,185.59,63,1980,9251,1702.18,1734,1705.39,2
42.6471,nf4,3376,12288,93,5,185.59,63,1980,9251,1702.16,1734,1705.39,2
42.8151,nf4,3376,12288,93,5,184.36,63,1980,9251,1702.16,1734,1705.39,2
42.9849,nf4,3376,12288,93,5,184.36,63,1980,9251,1702.16,1734,1705.39,2
43.1548,nf4,3376,12288,93,5,184.36,63,1980,9251,1702.16,1734,1705.39,2
43.3257,nf4,3376,12288,94,5,184.46,63,1980,9251,1704.2,1734,1705.39,3
43.4948,nf4,3376,12288,94,5,184.46,63,1980,9251,1703.05,1734,1705.39,3
43.6658,nf4,3374,12288,94,5,184.46,63,1980,9251,1702.18,1734,1705.39,3
43.8357,nf4,3374,12288,94,5,190.27,63,1980,9251,1702.17,1734,1705.39,3
44.0082,nf4,3374,12288,94,5,190.27,63,1980,9251,1702.17,1734,1705.39,3
44.1774,nf4,3370,12288,94,5,190.27,63,1980,9251,1702.17,1734,1705.39,3
44.3459,nf4,3370,12288,95,5,190.46,63,1980,9251,1702.18,1734,1705.39,3
44.5136,nf4,3368,12288,95,5,190.46,63,1980,9251,1702.17,1734,1705.39,3
44.6834,nf4,3368,12288,95,5,190.46,63,1980,9251,1702.16,1734,1705.39,3
44.8531,nf4,3368,12288,95,5,184.87,63,1980,9251,1702.16,1734,1705.39,3
45.0239,nf4,3368,12288,95,5,184.87,63,1980,9251,1702.16,1734,1705.39,3
45.1929,nf4,3361,12288,95,5,184.87,63,1980,9251,1702.16,1734,1705.39,3
45.3641,nf4,3361,12288,94,5,184.89,63,1980,9251,1702.18,1734,1705.39,3
45.5352,nf4,3361,12288,94,5,184.89,63,1980,9251,1702.17,1734,1705.39,3
45.7068,nf4,3361,12288,94,5,184.89,63,1980,9251,1702.16,1734,1705.39,3
45.8767,nf4,3372,12288,94,5,184.41,63,1980,9251,1702.16,1734,1705.39,3
46.0456,nf4,3373,12288,94,5,184.41,63,1980,9251,1702.16,1734,1705.39,3
46.2179,nf4,3373,12288,94,5,184.41,63,1980,9251,1702.18,1734,1705.39,3
46.3881,nf4,3373,12288,93,5,184.33,63,1980,9251,1702.16,1734,1705.39,3
46.5589,nf4,3372,12288,93,5,184.33,63,1980,9251,1702.16,1734,1705.39,3
46.7282,nf4,3372,12288,93,5,184.33,63,1980,9251,1702.16,1734,1705.39,3
46.8977,nf4,3372,12288,93,5,184.72,63,1980,9251,1702.16,1734,1705.39,3
47.0677,nf4,3371,12288,93,5,184.72,63,1980,9251,1702.16,1734,1705.39,3
47.2373,nf4,3355,12288,93,5,184.72,63,1980,9251,1702.16,1734,1705.39,3
47.4100,nf4,3355,12288,94,5,184.72,63,1980,9251,1702.16,1734,1705.39,3
